43500,43545, 4f89d73c1dbf9d462000000a, 951f073e6d249c39a1cef979d9e3e1f53beedd5d, eda2f039602d9be91938d7be7ad1db303b9db6b3, Chat, ,126
42720,42745, 4f89d73c1dbf9d462000000a, 0f311b1598b6e9b44a4c47f57bff1c77b60251d0, 2848665d7e224c7a3be91d4b2fe3056e8d45c233, Chat, ,122
42960,42990, 4f89d73c1dbf9d462000000a, 48bd65a2d4869b1f8a2b9ca64d90655626881c17, e024a19b809e5296ed8f8955abe2de130e6659be, Chat, ,106
40440,40460, 4f89d73c1dbf9d462000000a, 40e17695c0ee0b84669a34ad0c021763a7208bb9, 90b1fb5998bd4b903d0374c0491adb3662b6ee0a, Chat, ,94
42960,43005, 4f89d73c1dbf9d462000000a, 5361d29f6b0c612cf4472b99c067f00d2aa707a9, 27f170b7e1d60627d4237c42247380718f301eae, Chat, ,86
40800,40825, 4f89d73c1dbf9d462000000a, 28e571a0691c64b5a2b38749ce38eb876bfac3fc, 97400cd2cc77407a482dc7eae4fa237ecc665b8f, Chat, ,84
43620,43655, 4f89d73c1dbf9d462000000a, 951f073e6d249c39a1cef979d9e3e1f53beedd5d, 4a74e27575ff5bf59be961e4c595f11dcc75f638, Chat, ,82
42960,43000, 4f89d73c1dbf9d462000000a, 65a2c0d29a2ca8fc30293afa79eb81a343307228, 9f852dd428cf8c8638ecca8bc140af290be8512c, Chat, ,82
41460,41464, 50a73dbf1dbf9d4b36000004, 858abe43cc6cb9c5c06600a6372a58df4c4ed33a, cf17291e08ce94c7a0276473c449402f028c07f6, Chat, ,76
40440,40454, 509fb8211dbf9d6b7e000004, 256a0cc7bd64d89f72a2cd78fa4cecd1f451d686, d807bbe8b1b8be4cd5210088cd648fb56b8da4f9, Chat, ,62
42720,42745, 4f89d73c1dbf9d462000000a, f5ec123e2cf3e552cc5e4bfa20474bb275bb4dbf, d959d0bb7d6e76729df71bfc1cc28df4f89b9972, Chat, ,58
43260,43300, 50adcfcb1dbf9d702e000010, 5c656b8896e43559bd0608a728051f887a1fd402, 20c4959245c8dd7b632658e33f9fa911d25996ad, KilledBy, ,44
42300,42305, 5065e0091dbf9de66600000b, ee219135b738e3294a3d453d0ac5a562c6f80e4b, 0442f040899d219249a6ec7e2bbbd93215a60e4f, KilledBy, ,26
43320,43345, 5065e0091dbf9de66600000b, 834662b172ba4182530e5c36720bce5bc0049dcd, ca79b06f3201741837aac183d330d1f24723b84a, KilledBy, ,23
40320,40330, 5088a6c81dbf9d622a000004, 856bc0a639d38edd0240cde3990421fe756399a2, d175d9a7a58df393c415514d8cb914ec925b2484, KilledBy, ,21
40320,40360, 5088a6c81dbf9d622a000004, 856bc0a639d38edd0240cde3990421fe756399a2, e7f369c5a34a625a1cebf36b842d020c8f55a58b, KilledBy, ,21
42000,42045, 4f89d73c1dbf9d462000000a, 7354fdae5073c595cdcca21b4d0e40ec93dfd8cf, f3efc34dd3a33199954fae38c036ab7757aec0b0, KilledBy, ,21
41760,41773, 50aaebde1dbf9d5064000005, 711266fa547fd8470deba3957a9913e5bc34307a, 1ddcaf400ef8a8ca87d3711ba707ba2b502423fb, KilledBy, ,20
43320,43340, 5065e0091dbf9de66600000b, 834662b172ba4182530e5c36720bce5bc0049dcd, 37d873a1c3410d75d07576accd636fef1a538dbf, KilledBy, ,20
43320,43350, 5065e0091dbf9de66600000b, 834662b172ba4182530e5c36720bce5bc0049dcd, 5d789a1ca9fd682c2b959a0a6214694a6b5b113d, KilledBy, ,20
43020,43026, 509fb8211dbf9d6b7e000004, 5de1cdc9d49ea48829a3825922588978ed0a7378, ef8a2e055ecec596bdd32df5c5be1c3de14ae2ec, KilledBy, ,20
